,User_ID,Game_id,Game_name,Rating
45032,35153301,300,Day of Defeat Source,1.4403859264921612
19671,75463760,108600,Project Zomboid,4.281602578862538
41853,165907900,570,Dota 2,1.0028921712737402
50157,62990992,225420,Cities in Motion 2,1.727272727272727
54861,208127198,238460,BattleBlock Theater,1.0728783762186356
27089,74126541,550,Left 4 Dead 2,1.019644786541532
38830,144737312,570,Dota 2,1.5735226976159096
24161,61189155,237110,Mortal Kombat Komplete Edition,1.9115759269047792
31504,10253354,365450,Hacknet,1.2153846153846155
21910,178003047,24240,PAYDAY The Heist,2.4335535006605022
18880,61676491,20500,Red Faction Guerrilla Steam Edition,1.1423001949317737
49779,43684632,231430,Company of Heroes 2,1.08225063938619
20831,87734805,400,Portal,1.0014017872787848
34468,235290543,339610,Freestyle 2 Street Basketball,2.063779101245262
32748,189858084,12210,Grand Theft Auto IV The Complete Edition,1.0084501632417902
41174,100096071,570,Dota 2,1.0080416867087436
21014,67579257,218230,PlanetSide 2,1.6459925957978756
22576,17530772,238320,Outlast,2.265637267730961
20453,14906179,400,Portal,3.4978097073769057
24476,55906572,214190,Minimum,1.179910044977512
16007,161816812,233130,Shadow Warrior,1.3185840707964616
9629,241890870,105600,Terraria,1.0058093336627545
27381,253813925,500,Left 4 Dead,1.0497465328698974
948,27403206,243470,WatchDogs,1.2674943566591417
33670,91736333,4000,Garrys Mod,1.15849477026786
28558,141873792,8190,Just Cause 2,1.0875777295733924
19485,101530848,282440,Quake Live,2.155239786856127
16032,129724065,41014,Serious Sam HD The Second Encounter,5.0
19556,33865373,2200,Quake III Arena,2.053658536585366
18425,198735293,248820,Risk of Rain,4.633071816535908
1638,258531019,230410,Warframe,1.1823701919880645
46860,58345543,240,CounterStrike Source,1.0108414736327165
32811,20200395,12100,Grand Theft Auto III,1.221686746987951
34626,101695880,2990,FlatOut 2,2.24822695035461
507,23608098,70600,Worms Ultimate Mayhem,1.8029739776951672
15885,170201716,340220,Shadows of War,5.0
3320,136668535,304930,Unturned,1.243880619268912
12123,14126086,247000,Talisman Digital Edition,2.560975609756097
21101,58345543,218230,PlanetSide 2,1.0735291760821846
11651,119829710,440,Team Fortress 2,1.0043645165952384
2657,138941587,300220,Victim of Xen,5.0
1432,45974860,4580,Warhammer 40000 Dawn of War Dark Crusade,1.099855976956313
41487,204750078,570,Dota 2,1.0050529467407392
21984,85046830,24240,PAYDAY The Heist,1.2713342140026391
56863,15415372,10680,Aliens vs Predator,3.078947368421053
9912,42771635,440,Team Fortress 2,2.183954010201912
16580,91859894,383080,Sakura Clicker,1.4457796522040556
56636,48028873,57300,Amnesia The Dark Descent,1.4450635556329452
57801,236042442,346110,ARK Survival Evolved,1.0294855478147031
50479,63895034,219640,Chivalry Medieval Warfare,1.0285541317727782
38205,121199670,570,Dota 2,4.897437527287277
51405,49769103,10180,Call of Duty Modern Warfare 2,2.158986125069848
32071,191126693,271590,Grand Theft Auto V,3.4236410285450445
6941,80189887,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.3606305503487692
32845,11373749,12220,Grand Theft Auto Episodes from Liberty City,3.722106277091026
54273,193156880,8850,BioShock 2,1.0394524959742344
24210,189858084,237110,Mortal Kombat Komplete Edition,1.0154043645699602
28730,10253354,256010,Jagged Alliance Flashback,1.2298850574712643
53244,101690993,261640,Borderlands The PreSequel,1.479786823743908
38970,146704328,570,Dota 2,1.3889583273487185
45169,27029121,300,Day of Defeat Source,1.000826395058156
44595,118189718,352460,Dead Realm,1.1991341991341993
32205,55761025,271590,Grand Theft Auto V,1.3057408076944848
5364,213775315,10500,Total War EMPIRE Definitive Edition,1.2992444235222522
45999,62990992,108800,Crysis 2 Maximum Edition,1.001957905041608
12318,170201716,355840,Survarium,1.9646218760142813
1905,32498610,230410,Warframe,1.0009159876784892
49138,229911,10,CounterStrike,1.0799963652912132
28926,131610144,222880,Insurgency,1.0226144749902888
8435,132418423,72850,The Elder Scrolls V Skyrim,1.21037307463891
37,187463594,353360,how do you Do It,3.0
15546,92314533,8930,Sid Meiers Civilization V,1.000024042964777
32005,128470551,12110,Grand Theft Auto Vice City,1.220999339643405
53579,114030647,49520,Borderlands 2,1.0325394059440858
54486,211454678,346010,Besiege,1.359220198146374
51523,84908294,10180,Call of Duty Modern Warfare 2,1.3826060858559432
22272,60859324,218620,PAYDAY 2,1.2506806432205892
36031,34901647,22370,Fallout 3 Game of the Year Edition,1.3859194256082965
33169,47457723,224500,Gnomoria,5.0
25678,209917929,316010,Magic Duels,1.2042872203350123
17737,33622085,241600,Rogue Legacy,2.333025723843581
6284,118852041,15300,Tom Clancys Ghost Recon,1.458778734754544
39979,295649583,570,Dota 2,1.0425843493928657
24597,26808868,241930,Middleearth Shadow of Mordor,2.494514949451493
51977,63615483,311210,Call of Duty Black Ops III,5.0
23718,258785172,338540,Navy Field 2 Conqueror of the Ocean,1.021220159151194
33413,205029231,4000,Garrys Mod,2.344209084711407
40178,42657809,570,Dota 2,1.0314659107415918
12717,22301321,40800,Super Meat Boy,1.027354952570041
6062,154485753,203160,Tomb Raider,1.6121282542474047
22880,59945701,102600,Orcs Must Die,1.0239943542695848
40610,184599047,570,Dota 2,1.0166733796170324
49644,171067153,238430,Contagion,1.0260260260260263
1354,38049880,15620,Warhammer 40000 Dawn of War II,1.0185825034116318
27061,128925610,550,Left 4 Dead 2,1.0269193105275156
55192,59825286,242920,Banished,2.854808057772709
23691,122026623,17430,Need for Speed Undercover,2.796901893287435
3567,71390526,304930,Unturned,1.0570313858999558
24733,59925638,286690,Metro 2033 Redux,5.0
41776,170718943,570,Dota 2,1.0031888042249024
34736,149920224,265630,Fistful of Frags,3.687519165900031
45240,36775354,30,Day of Defeat,1.0245652978172388
38504,107273897,570,Dota 2,2.4321406284666165
4004,86469479,230290,Universe Sandbox,1.0237797246558171
14952,158277459,321480,Sigils of Elohim,1.0008970621215525
38130,22301321,17450,Dragon Age Origins,1.0067839728641077
27956,59005471,24400,King Arthur The Roleplaying Wargame,1.409756097560975
31959,146517796,12110,Grand Theft Auto Vice City,3.925819942769096
2090,178465090,291480,Warface,1.0079692614202345
29647,11794760,6850,Hitman 2 Silent Assassin,1.278884462151395
36724,101687527,226580,F1 2014,5.0
13621,200673341,99900,Spiral Knights,1.0032193840809942
20188,65117175,620,Portal 2,1.5254302354915468
31557,221161433,342480,Gunscape,2.7894736842105265
2529,8585433,247240,Volgarr the Viking,5.0
43679,171067153,333930,Dirty Bomb,1.7828526217363168
32965,53091150,241910,Goodbye Deponia,1.109965635738832
9302,59005471,105600,Terraria,2.65436467925133
42191,129647095,570,Dota 2,1.001672634978692
15758,9823354,1300,SiN Episodes Emergence,1.3943661971830976
27639,107567915,214510,LEGO The Lord of the Rings,4.09433962264151
2214,107476377,236390,War Thunder,1.2409467653112318
1579,38323067,230410,Warframe,1.4532070649243205
31755,192742937,242720,GunZ 2 The Second Duel,1.0669486849365457
29205,168881981,250400,How to Survive,1.6753512132822483
20301,86338111,620,Portal 2,1.115694683616499
8731,156426681,72850,The Elder Scrolls V Skyrim,1.0005755452515397
17388,225734651,351140,Rustbucket Rumble,2.571428571428572
25044,13190476,363440,Mega Man Legacy Collection,5.0
53868,116876958,208670,Blades of Time,1.4763860369609851
40297,295759540,570,Dota 2,1.0259077100730694
13149,33013552,252410,SteamWorld Dig,1.020434227330779
38595,206493334,570,Dota 2,2.1020427538539344
51447,59818635,10180,Call of Duty Modern Warfare 2,1.7554738544346655
9112,36404933,113200,The Binding of Isaac,1.0264560927795383
41014,168057618,570,Dota 2,1.0097008754135457
54939,82287546,209000,Batman Arkham Origins,1.7640127062198991
26580,119619506,550,Left 4 Dead 2,1.8985049126848743
18609,92914917,46370,Rig n Roll,2.142857142857143
23040,28472068,15750,Oddworld Strangers Wrath HD,1.1849710982658963
4801,31007645,201270,Total War SHOGUN 2,2.948926180883797
36004,9823354,22370,Fallout 3 Game of the Year Edition,3.015556441962505
47602,241134815,730,CounterStrike Global Offensive,1.763345969719765
46972,11973378,240,CounterStrike Source,1.001403063215908
19219,114727578,220700,RPG Maker VX Ace,1.5565087653860503
11619,20772968,440,Team Fortress 2,1.0053226373887014
36410,152542298,39150,FINAL FANTASY VIII,1.251774474353824
24347,77830706,299740,Miscreated,1.1623616236162362
17807,48626533,252950,Rocket League,4.7552125919869175
52488,10253354,42700,Call of Duty Black Ops,1.1136414452558163
36279,11403772,212680,FTL Faster Than Light,1.873477847827965
55298,81439192,228280,Baldurs Gate Enhanced Edition,1.0250735080293385
28287,26762388,220200,Kerbal Space Program,1.017321210985095
2047,205339707,291480,Warface,1.0485745457995312
25369,62990992,264340,Major Mayhem,1.5
12053,176643508,440,Team Fortress 2,1.000506698496516
7256,8585433,246580,The Typing of The Dead Overkill,1.5714285714285712
1255,11952990,15620,Warhammer 40000 Dawn of War II,4.087134519903604
8291,107452765,72850,The Elder Scrolls V Skyrim,1.7428088583185335
6206,17530772,13570,Tom Clancys Splinter Cell Chaos Theory,5.0
27827,41719717,298400,Knightmare Tower,5.0
7894,61189155,242760,The Forest,1.2491741387446909
20313,100053304,620,Portal 2,1.0920906867315248
23277,183382406,224260,No More Room in Hell,2.464729034211325
19945,166669789,328500,Potatoman Seeks the Troof,5.0
2731,60296891,262150,Vanguard Princess,1.7710843373493974
14199,35864169,200940,Sonic CD,3.28125
41873,299124379,570,Dota 2,1.0028921712737402
28911,117531196,222880,Insurgency,1.0529972810841142
20897,50818751,31280,Poker Night at the Inventory,2.192066805845512
42537,259330363,570,Dota 2,1.00055455693205
10831,110658990,440,Team Fortress 2,1.0492718224390232
35668,140408017,22490,Fallout New Vegas,1.035299907637755
56779,128207897,203290,Americas Army Proving Grounds,1.0011179429849064
55960,81585721,33930,Arma 2 Operation Arrowhead,1.4852756208355429
53980,1936551,249650,Blackguards,1.0420521446593782
39544,38049880,570,Dota 2,1.0957684372353391
18986,84455820,290300,Rebel Galaxy,1.0655737704918034
4762,65342306,214360,Tower Wars,1.0997624703087898
30781,18066817,380,HalfLife 2 Episode One,1.2768428537568144
6201,44370809,33220,Tom Clancys Splinter Cell Conviction,1.0146386093321138
48901,16154372,80,CounterStrike Condition Zero,1.0055926005592557
38400,94936385,570,Dota 2,2.941436587677954
15729,84513749,65980,Sid Meiers Civilization Beyond Earth,1.2003820844831274
12943,48386574,40970,Stronghold Crusader HD,1.0360157568936414
55882,245863248,107410,Arma 3,1.0088793924101154
54140,204480696,8870,BioShock Infinite,1.3599793987693491
33863,109201849,4000,Garrys Mod,1.0167641019762468
6952,77980915,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.2485327105675563
36680,156675178,21120,FEAR,1.2361308677098162
24864,80189887,286690,Metro 2033 Redux,1.137847642079807
34138,45617627,212010,Galaxy on Fire 2 Full HD,1.0667461263408824
29679,63441290,15170,Heroes of Might Magic V,1.0065412919051506
23327,105028982,224260,No More Room in Hell,1.5049954586739362
21020,158608850,218230,PlanetSide 2,1.5389361668028916
40638,298402690,570,Dota 2,1.016063407738082
3143,145927933,304930,Unturned,1.6100743023284785
782,295409380,350080,Wolfenstein The Old Blood,1.0683030949839916
57270,82686146,22670,Alien Breed 3 Descent,5.0
4495,42005897,57690,Tropico 4,1.091972663037185
43606,2083767,205100,Dishonored,1.037295053127858
3375,186078229,304930,Unturned,1.1800402574488795
47144,293076852,273110,CounterStrike Nexon Studio,1.108038329775083
46277,172111265,280790,Creativerse,4.2364793213149525
5447,50818751,10500,Total War EMPIRE Definitive Edition,1.0093769465961024
17645,55334302,4770,Rome Total War Alexander,1.0199115044247784
42750,154274745,570,Dota 2,1.0003475658067795
15591,26762388,3900,Sid Meiers Civilization IV,3.786774277531893
32625,99077905,12210,Grand Theft Auto IV The Complete Edition,1.599705524614301
41241,268551184,570,Dota 2,1.0072622102862785
24585,60706503,241930,Middleearth Shadow of Mordor,3.267154226715421
57138,80471276,630,Alien Swarm,1.1108305647840608
51533,37490443,10180,Call of Duty Modern Warfare 2,1.3394036564103664
4277,255010251,304050,Trove,1.1072555205047312
965,33013552,46520,Wasteland Angel,2.6
57023,55906572,630,Alien Swarm,1.8175415282392036
49637,168539881,238430,Contagion,1.1661661661661662
28598,70381757,8190,Just Cause 2,1.0163123644251648
37087,101690993,265950,Ether One,2.798449612403101
24804,53875128,286690,Metro 2033 Redux,1.7171595031329003
39788,173194267,570,Dota 2,1.05960203511392
30992,46397411,320,HalfLife 2 Deathmatch,1.007325810013736
13528,34901647,115110,Stacking,2.013574660633485
9999,144347801,440,Team Fortress 2,1.7587188128514848
11596,156675178,440,Team Fortress 2,1.0053226373887014
46455,20772968,240,CounterStrike Source,1.8029310282017788
28409,166863117,259080,Just Cause 2 Multiplayer Mod,1.2561756633119865
18038,82436907,301520,Robocraft,2.3972693094123083
27325,56157984,500,Left 4 Dead,1.2119193062275562
49014,47164966,10,CounterStrike,1.8462644801807837
8060,158974308,298630,The Escapists,1.190436590436589
20873,75463760,367450,Poly Bridge,1.4458204334365323
7841,140820563,242760,The Forest,2.5993393109957523
57395,57603447,108710,Alan Wake,1.001148325358856
5901,38179194,41500,Torchlight,1.0078157380543558
54126,42657809,8870,BioShock Infinite,1.511452657829825
40778,145672760,570,Dota 2,1.013322405179827
19014,111754806,201570,Really Big Sky,1.089171974522294
48186,298236235,730,CounterStrike Global Offensive,1.0369165069045652
51043,192503967,10090,Call of Duty World at War,3.2550803173988774
28050,60608576,1250,Killing Floor,1.8312711874778185
29340,69954842,219150,Hotline Miami,1.0393670397529928
43368,118852041,219740,Dont Starve,1.000223345152015
57550,216785107,346900,AdVenture Capitalist,1.4645582345864168
56681,60611062,57300,Amnesia The Dark Descent,1.0410935051366867
38325,121577821,570,Dota 2,3.442880737866315
32803,116876958,12100,Grand Theft Auto III,1.4401606425702806
10651,39334748,440,Team Fortress 2,1.083777990053735
33248,219414811,322170,Geometry Dash,1.095890410958904
18886,100311267,20500,Red Faction Guerrilla Steam Edition,1.0545808966861596
24554,266479412,336520,Might Magic Heroes Online,2.0666666666666664
9053,15196746,113200,The Binding of Isaac,1.2628753595573552
52420,23717586,42700,Call of Duty Black Ops,1.2799552817487645
13880,70408902,107200,Space Pirates and Zombies,1.2784757118927987
29343,79243080,219150,Hotline Miami,1.02084137398688
54045,162288536,8870,BioShock Infinite,3.077579897535985
13682,61070572,207140,SpeedRunners,4.151943462897527
8020,152497084,268050,The Evil Within,2.119883040935673
16362,49050405,218680,Scribblenauts Unlimited,1.119877234157789
25024,1936551,7830,Men of War,1.5234293648038877
41996,146834586,570,Dota 2,1.0022463426644288
56194,161623464,33900,Arma 2,1.213688673531193
28183,86041729,1250,Killing Floor,1.0071471405318766
47454,11149819,730,CounterStrike Global Offensive,2.51254447417307
34651,241210827,388090,Five Nights at Freddys 4,2.1621621621621614
40038,106042595,570,Dota 2,1.0386026224716112
18108,192503967,301520,Robocraft,1.4508057955719758
53642,288274882,49520,Borderlands 2,1.0025410382082134
48783,87040683,80,CounterStrike Condition Zero,1.049090604909059
8159,95531306,72850,The Elder Scrolls V Skyrim,2.83081508774949
15265,50818751,8930,Sid Meiers Civilization V,1.1591764483131346
8078,11161178,72850,The Elder Scrolls V Skyrim,4.576184276047302
19775,172518437,233450,Prison Architect,2.267846944603084
18463,24632218,248820,Risk of Rain,1.2737477368738692
10024,207319056,440,Team Fortress 2,1.6745838306751797
42261,95699780,570,Dota 2,1.0013694826220385
54549,124725852,78000,Bejeweled 3,3.745905474964904
162,24632218,22200,Zeno Clash,3.298507462686567
30144,113124720,286810,Hard Truck Apocalypse Rise Of Clans Ex Machina Meridian 113,1.4375
19915,99264709,215470,Primal Carnage,1.146388942962819
42463,167575590,570,Dota 2,1.000821445095509
47319,86912006,730,CounterStrike Global Offensive,3.7410540456471386
6238,115167911,359550,Tom Clancys Rainbow Six Siege,2.966468361276365
49631,34919318,238430,Contagion,1.2582582582582584
36998,75463760,227300,Euro Truck Simulator 2,1.1517663175081956
37994,47457723,12640,Drakensang,1.5730741540676747
34918,61676491,90200,Farming Simulator 2011,1.3926940639269405
17558,12144171,252490,Rust,1.0195609906188363
1891,161759944,230410,Warframe,1.0026149970821363
49547,126887624,4850,Cossacks Back to War,1.8607594936708864
5410,43284145,10500,Total War EMPIRE Definitive Edition,1.057193668183527
482,9823354,2810,X3 Reunion,1.044134727061556
29351,8259307,219150,Hotline Miami,1.0030876109610216
29073,561758,45410,Ignite,5.0
1965,179394166,291480,Warface,1.5718893790617114
14078,19586574,213670,South Park The Stick of Truth,1.8328424595780517
4135,174633348,1930,Two Worlds Epic Edition,1.0798816568047336
52484,63441045,42700,Call of Duty Black Ops,1.1207202492804589
9029,111754806,113200,The Binding of Isaac,1.5738993422619592
39074,117727921,570,Dota 2,1.2922266479478193
50642,114030647,234080,Castlevania Lords of Shadow Ultimate Edition,1.2779740871613663
37690,99520124,39160,Dungeon Siege III,1.0142348754448405
31593,86499586,209080,Guns of Icarus Online,1.5777420650863805
16644,71777065,55230,Saints Row The Third,3.8833491451525
41807,58905429,570,Dota 2,1.0031888042249024
56046,88248085,33930,Arma 2 Operation Arrowhead,1.0210808619453036
32203,88883891,271590,Grand Theft Auto V,1.3057408076944848
7545,120523185,230820,The Night of the Rabbit,5.0
31710,58435428,242720,GunZ 2 The Second Duel,5.0
41686,201022310,570,Dota 2,1.0039079761463214
33828,84925352,4000,Garrys Mod,1.0276881185231574
32089,236188947,271590,Grand Theft Auto V,2.867986252379481
31368,45507376,220,HalfLife 2,1.0030044832523497
20117,148674157,620,Portal 2,1.961182832260256
13386,77980915,244770,StarMade,5.0
36511,82385352,224760,FEZ,2.09212730318258
13000,36546868,234160,Strike Suit Infinity,1.084592145015106
42751,258868457,570,Dota 2,1.0003475658067795
345,61086207,200510,XCOM Enemy Unknown,1.650251426046958
55217,101212067,242920,Banished,1.553401748384644
2911,181894864,304930,Unturned,3.230411769091227
14409,103260848,63380,Sniper Elite V2,2.7592371871275327
24723,110906645,287390,Metro Last Light Redux,1.2420330778539732
41660,124540027,570,Dota 2,1.0039079761463214
44805,115996656,221100,DayZ,2.0231450032979907
27863,110881546,102500,Kingdoms of Amalur Reckoning,5.0
5855,60608576,41500,Torchlight,1.8026526141275392
107,50818751,17500,Zombie Panic Source,1.0260580980866147
3161,135554311,304930,Unturned,1.5564225541114856
10369,84318201,440,Team Fortress 2,1.1960301324383191
18149,144845684,301520,Robocraft,1.2346810896378897
17396,170474212,252490,Rust,4.492252197992838
9273,163712958,105600,Terraria,3.35241955408356
21740,120523185,239030,Papers Please,1.17925194071983
21321,298884520,409690,Pink Heaven,1.5
18960,47457723,70400,Recettear An Item Shops Tale,1.9716674407803063
15230,53898495,8930,Sid Meiers Civilization V,1.2198849343777305
37154,298504730,404410,Endless Sky,1.183673469387756
49192,173859218,10,CounterStrike,1.0327868608256612
21251,19586574,246620,Plague Inc Evolved,1.06149848419229
45432,144071257,368650,Dark Echo,5.0
9418,17530772,105600,Terraria,1.3669629204254838
14103,27403206,213670,South Park The Stick of Truth,1.144978060948492
43220,204480696,219740,Dont Starve,3.314860828052151
9867,91859894,440,Team Fortress 2,2.571854741056914
56263,88248085,33900,Arma 2,1.0179285281647474
42553,161601485,570,Dota 2,1.00055455693205
46735,38222088,240,CounterStrike Source,1.0468756342668004
21780,300199064,337320,Paint the Town Red,5.0
40232,250861433,570,Dota 2,1.0286214126207098
52667,63157803,7940,Call of Duty 4 Modern Warfare,5.0
37816,80189887,65800,Dungeon Defenders,2.314606152717364
46611,10162301,240,CounterStrike Source,1.1618102429859851
32530,30440303,12120,Grand Theft Auto San Andreas,1.0068462447532456
17421,115996656,252490,Rust,2.911661309434184
10586,168053527,440,Team Fortress 2,1.101733542231302
55855,33282871,107410,Arma 3,1.0521622733905072
438,36546868,200510,XCOM Enemy Unknown,1.000935538779379
1112,107743243,56437,Warhammer 40000 Dawn of War II Retribution,1.1507313843128593
4430,10599862,245620,Tropico 5,1.9587291699112288
28473,80189887,8190,Just Cause 2,2.103109182935648
47427,158324196,730,CounterStrike Global Offensive,2.702400087244356
38025,167013261,227380,Dragons Lair,5.0
43260,86733992,219740,Dont Starve,1.484770652447025
30421,55906572,340,HalfLife 2 Lost Coast,2.23644251626898
32378,50769696,12120,Grand Theft Auto San Andreas,1.5403643180243645
30705,15196746,380,HalfLife 2 Episode One,3.030812988859919
31245,106147454,220,HalfLife 2,1.155388118207636
4738,17495098,251470,TowerFall Ascension,5.0
13734,82352462,207140,SpeedRunners,1.0016308779559662
46066,96588736,247080,Crypt of the NecroDancer,1.139179632248939
5768,34901647,200710,Torchlight II,1.1020328211378565
29404,43684632,55100,Homefront,3.223002633889377
32699,47457723,12210,Grand Theft Auto IV The Complete Edition,1.0760514691761087
5747,242937979,200710,Torchlight II,1.1995966279255352
10155,106760673,440,Team Fortress 2,1.3970051815679194
56526,116876958,217690,Anna Extended Edition,1.2233502538071068
28526,44314169,8190,Just Cause 2,1.213101952277658
7202,47457723,207610,The Walking Dead,1.073905694468729
34874,118541865,291330,Final Slam 2,5.0
31273,23492094,220,HalfLife 2,1.0870361242166018
25227,110470534,12150,Max Payne 2 The Fall of Max Payne,2.1892720306513413
48098,252304245,730,CounterStrike Global Offensive,1.0648706391764304
7724,143643478,215530,The Incredible Adventures of Van Helsing,1.8990645002461848
28928,149810726,222880,Insurgency,1.0226144749902888
57090,54103616,630,Alien Swarm,1.2628571428571465
17837,113752996,252950,Rocket League,2.145339329517581
45497,90272527,9050,DOOM 3,1.5827439886845829
10135,259603495,440,Team Fortress 2,1.4293417583474244
25065,75001116,4780,Medieval II Total War Kingdoms,1.0339640950994666
33884,54310644,4000,Garrys Mod,1.0117525686119424
1716,58345543,230410,Warframe,1.069541193591042
26921,162081645,550,Left 4 Dead 2,1.1088797411650524
20744,8311704,400,Portal,1.103557035219905
46630,22470137,240,CounterStrike Source,1.1360804783737786
27913,43955374,227180,Kingdom Wars,5.0
22087,87341384,218620,PAYDAY 2,3.798804923064373
40867,225987202,570,Dota 2,1.0116025045111234
25804,198735293,356310,METAL SLUG DEFENSE,3.631578947368421
38006,220561138,263500,Dragons and Titans,1.3228454172366622
45407,45974860,262060,Darkest Dungeon,1.4832970689875855
51572,30172489,10180,Call of Duty Modern Warfare 2,1.242889271067602
32243,294785149,271590,Grand Theft Auto V,1.11423244630108
4802,31007645,34330,Total War SHOGUN 2,2.948926180883797
42713,199568480,570,Dota 2,1.0003475658067795
21262,144580725,255870,PixelJunk Shooter,3.591194968553459
49425,19094181,10,CounterStrike,1.0010040138208356
8950,86055705,250900,The Binding of Isaac Rebirth,1.2443768094425065
31822,31669242,214770,Guacamelee Gold Edition,1.1601731601731595
22416,250414887,218620,PAYDAY 2,1.008198309353619
26343,127335438,261760,Lichdom Battlemage,5.0
8190,255728964,72850,The Elder Scrolls V Skyrim,2.473412771744113
52194,86732465,202970,Call of Duty Black Ops II,1.0270403492711768
41749,283473778,570,Dota 2,1.003559595413842
57029,210109243,630,Alien Swarm,1.765714285714286
46867,210170887,240,CounterStrike Source,1.0098131157266943
31395,33706322,70,HalfLife,2.5278737791134493
7403,73495968,221910,The Stanley Parable,1.3521266073194869
53994,30912860,233680,Black Ink,5.0
36829,100719181,331470,Everlasting Summer,1.0445118866970151
51701,95044091,10180,Call of Duty Modern Warfare 2,1.0585641708115068
56996,27944300,630,Alien Swarm,2.325182724252492
36923,242549338,227300,Euro Truck Simulator 2,2.6853145885511074
19724,186673066,234630,Project CARS,1.6511353583013864
11553,307750400,440,Team Fortress 2,1.006276151832206
51776,55763270,10180,Call of Duty Modern Warfare 2,1.01774695776311
15971,62990992,294440,Shadowgate,1.491935483870968
42998,141156585,570,Dota 2,1.0000273000106268
53095,309052991,291550,Brawlhalla,1.0540776275621453
2853,78341587,1510,Uplink,1.8610687022900765
14752,9128105,202170,Sleeping Dogs,1.555267307594486
28227,71777065,220200,Kerbal Space Program,2.8119786296747584
17314,237244349,386360,SMITE,1.079195273830435
47364,133573140,730,CounterStrike Global Offensive,3.240824161729223
33058,119239620,265930,Goat Simulator,1.9780088831112532
55420,243309251,302830,BLOCKADE 3D,1.1378299120234607
15459,127788996,8930,Sid Meiers Civilization V,1.006916359534486
3084,251920440,304930,Unturned,1.8404860714197024
53258,83497449,261640,Borderlands The PreSequel,1.1617054100487365
25442,71527252,42910,Magicka,2.456422241698317
24633,69009454,241930,Middleearth Shadow of Mordor,1.3145622714562235
49522,93644606,115100,Costume Quest,2.878962536023055
27962,47457723,24400,King Arthur The Roleplaying Wargame,1.0130081300813
19941,29852387,201210,Pox Nora,1.0606060606060606
52503,72930582,42700,Call of Duty Black Ops,1.0869817559049446
15506,73358928,8930,Sid Meiers Civilization V,1.0011019692189924
11915,105186824,440,Team Fortress 2,1.0010180033430438
23588,90272527,109600,Neverwinter,1.4143126177024472
41150,227244326,570,Dota 2,1.0080416867087436
25386,99264709,238370,Magicka 2,2.259141494435612
113,45118807,17500,Zombie Panic Source,1.019174826893925
12715,54637394,40800,Super Meat Boy,1.027354952570041
11184,131023125,440,Team Fortress 2,1.0183586077998084
43081,144762614,322330,Dont Starve Together,2.818790294797973
50144,42005897,306630,Civil War II,5.0
4568,70408902,245490,Trials Fusion,1.9410050983248364
57081,23883383,630,Alien Swarm,1.313887043189371
19304,17530772,39120,RIFT,1.0666752312435763
20989,32710856,218230,PlanetSide 2,2.5851403112329123
47590,92914917,730,CounterStrike Global Offensive,1.8075382096813977
9581,193156880,105600,Terraria,1.0193778003325369
18564,184554757,12770,Rise of the Argonauts,5.0
57789,164318687,346110,ARK Survival Evolved,1.047494684803322
48451,145825155,730,CounterStrike Global Offensive,1.0038095049254585
24871,64973908,286690,Metro 2033 Redux,1.1163020776080028
2847,119239620,243450,Urban Trial Freestyle,1.3130434782608695
41282,97818502,570,Dota 2,1.006861266846815
18214,127344335,301520,Robocraft,1.0826242772024752
46657,111130695,240,CounterStrike Source,1.103730919953578
25983,11794760,208600,Lunar Flight,1.07741935483871
37295,106980036,359320,Elite Dangerous,1.1355214399153
46427,59837634,240,CounterStrike Source,2.1143111407174566
35700,73360181,22490,Fallout New Vegas,1.0216275981096117
4187,172666220,304050,Trove,2.3601195417566
43761,80511960,333930,Dirty Bomb,1.093792706610084
5226,79319075,214950,Total War ROME II Emperor Edition,1.0678521000358976
45148,29239329,300,Day of Defeat Source,1.004710451831497
34915,63615483,90200,Farming Simulator 2011,5.0
2168,166224568,236390,War Thunder,1.7088501974745522
27013,42657809,550,Left 4 Dead 2,1.045516375120171
47610,86738567,730,CounterStrike Global Offensive,1.7384491076662258
33927,102921672,4000,Garrys Mod,1.0048586936629715
2116,97069030,236390,War Thunder,5.0
22306,16154372,218620,PAYDAY 2,1.1514851788026783
11130,96588736,440,Team Fortress 2,1.0214517718037164
42777,307269300,570,Dota 2,1.0003475658067795
34293,88579585,703860,GRID,1.0579710144927523
15118,27279261,8930,Sid Meiers Civilization V,1.6080586007194846
50345,200524998,219640,Chivalry Medieval Warfare,2.462415497931591
51229,93034535,115300,Call of Duty Modern Warfare 3,1.2482915717539806
37950,3527485,57900,Duke Nukem Forever,1.0268394261915783
28965,136037775,35320,Insane 2,5.0
15291,65229865,8930,Sid Meiers Civilization V,1.1181431217585835
5111,162288536,201270,Total War SHOGUN 2,1.001142023284586
19316,80779496,39120,RIFT,1.0235097636176764
23296,148467772,224260,No More Room in Hell,1.999697244928856
46299,64973908,71230,Crazy Taxi,5.0
13416,163432200,9900,Star Trek Online,2.6064665390877155
5170,46055854,214950,Total War ROME II Emperor Edition,1.7084839057077883
830,127335438,201810,Wolfenstein The New Order,1.0833403343694892
17823,237704094,252950,Rocket League,2.6875511038430098
24272,63441290,63200,Monday Night Combat,1.574018126888217
34172,298950,202200,Galactic Civilizations II Ultimate Edition,1.1054823039555863
